minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
68,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.999234,49.985196,49.963969,49.944972,49.906934,49.872982,49.823120,49.779261,56.318218,128.278672,148.667585,148.691829,49.985498,49.942150,49.871614,50.238871,113.053157,148.697142,4.031501
69,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.999428,49.986375,49.968188,49.948473,49.912135,49.880929,49.829112,49.783356,52.862145,114.309363,148.513678,148.691326,49.987737,49.946532,49.878335,49.976468,104.724913,148.682383,4.031493
70,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.999617,49.988525,49.972675,49.951409,49.918712,49.887455,49.836187,49.792282,51.113706,98.734513,147.861948,148.690993,49.989767,49.950911,49.885189,49.866853,96.297116,148.616004,4.031485
71,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.999807,49.991992,49.976672,49.954156,49.926064,49.892914,49.844744,49.801463,50.306769,83.943754,145.928634,148.690693,49.991632,49.955171,49.892116,49.827717,87.959142,148.390682,4.031476
72,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.999996,49.995121,49.979942,49.957110,49.933246,49.897825,49.854473,49.809720,49.966814,71.720458,141.614557,148.688188,49.993396,49.959260,49.899000,49.818623,79.954893,147.802967,4.031468
73,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,50.000185,49.997289,49.982638,49.960701,49.939591,49.902785,49.864529,49.817151,49.838453,62.778358,133.998648,148.665867,49.995112,49.963198,49.905732,49.821403,72.590077,146.565323,4.031460
74,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,50.000324,49.996958,49.982173,49.960007,49.938251,49.901759,49.862287,49.815535,49.870790,64.923894,135.884250,148.672259,49.994884,49.962431,49.904288,49.820995,74.370192,146.882739,4.031453
75,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,50.000416,49.996525,49.981624,49.959300,49.936810,49.900687,49.860006,49.813823,49.915837,67.258089,137.575578,148.677089,49.994602,49.961604,49.902782,49.821276,76.189461,147.160234,4.031448
76,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,50.000458,49.995995,49.980990,49.958574,49.935277,49.899560,49.857700,49.812018,49.977192,69.772324,139.083836,148.680718,49.994264,49.960715,49.901218,49.822516,78.043507,147.401916,4.031446
77,1,0,0,71.000000,0.017607,0.000000,0.000000,50.000000,50.000449,49.995378,49.980269,49.957822,49.933661,49.898369,49.855378,49.810122,50.059149,72.454615,140.421308,148.683424,49.993870,49.959766,49.899594,49.825061,79.928112,147.611658,4.031446
