minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
88,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.837659,57.823010,57.356003,97.033252,148.338005,148.338005,148.338005,148.338005,148.338005,148.338005,148.338005,148.338005,57.720794,98.905296,148.338005,148.338005,148.338005,148.338005,4.164878
89,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.831176,57.816526,57.349519,97.026769,148.331522,148.331522,148.331522,148.331522,148.331522,148.331522,148.331522,148.331522,57.714310,98.898813,148.331522,148.331522,148.331522,148.331522,4.165252
90,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.824693,57.810044,57.343036,97.020286,148.325039,148.325039,148.325039,148.325039,148.325039,148.325039,148.325039,148.325039,57.707828,98.892330,148.325039,148.325039,148.325039,148.325039,4.165626
91,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.818211,57.803562,57.336554,97.013804,148.318557,148.318557,148.318557,148.318557,148.318557,148.318557,148.318557,148.318557,57.701346,98.885848,148.318557,148.318557,148.318557,148.318557,4.166000
92,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.811730,57.797081,57.330073,97.007323,148.312076,148.312076,148.312076,148.312076,148.312076,148.312076,148.312076,148.312076,57.694864,98.879367,148.312076,148.312076,148.312076,148.312076,4.166374
93,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.805250,57.790600,57.323593,97.000842,148.305596,148.305596,148.305596,148.305596,148.305596,148.305596,148.305596,148.305596,57.688384,98.872887,148.305596,148.305596,148.305596,148.305596,4.166748
94,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.798770,57.784121,57.317113,96.994363,148.299116,148.299116,148.299116,148.299116,148.299116,148.299116,148.299116,148.299116,57.681905,98.866407,148.299116,148.299116,148.299116,148.299116,4.167123
95,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.792291,57.777642,57.310635,96.987884,148.292637,148.292637,148.292637,148.292637,148.292637,148.292637,148.292637,148.292637,57.675426,98.859928,148.292637,148.292637,148.292637,148.292637,4.167497
96,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.785813,57.771164,57.304156,96.981406,148.286159,148.286159,148.286159,148.286159,148.286159,148.286159,148.286159,148.286159,57.668948,98.853450,148.286159,148.286159,148.286159,148.286159,4.167871
97,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.779336,57.764687,57.297679,96.974929,148.279682,148.279682,148.279682,148.279682,148.279682,148.279682,148.279682,148.279682,57.662470,98.846973,148.279682,148.279682,148.279682,148.279682,4.168245
98,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.772860,57.758210,57.291203,96.968452,148.273205,148.273205,148.273205,148.273205,148.273205,148.273205,148.273205,148.273205,57.655994,98.840496,148.273205,148.273205,148.273205,148.273205,4.168619
99,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.766384,57.751734,57.284727,96.961977,148.266730,148.266730,148.266730,148.266730,148.266730,148.266730,148.266730,148.266730,57.649518,98.834021,148.266730,148.266730,148.266730,148.266730,4.168992
100,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.759909,57.745259,57.278252,96.955502,148.260255,148.260255,148.260255,148.260255,148.260255,148.260255,148.260255,148.260255,57.643043,98.827546,148.260255,148.260255,148.260255,148.260255,4.169366
101,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.753435,57.738785,57.271778,96.949027,148.253781,148.253781,148.253781,148.253781,148.253781,148.253781,148.253781,148.253781,57.636569,98.821072,148.253781,148.253781,148.253781,148.253781,4.169740
