minutes,Ta,Tsetpoint,inletT,draw,DRstatus,h_src1In (Wh),h_src1Out (Wh),tcouple1 (C),tcouple2 (C),tcouple3 (C),tcouple4 (C),tcouple5 (C),tcouple6 (C),toutlet (C)
0,19.72,50,14.44,0,0,0,0,49.31,49.31,49.31,49.31,49.31,49.31,
1,19.60175,50,14.305556,1.33491,0,0,0,48.55,48.55,48.55,48.55,48.55,48.55,45.06
2,19.626889,50,14.305556,2.891385,0,0,0,46.99,46.99,46.99,46.99,46.99,46.99,43.57
3,19.654711,50,14.320372,3.012477,0,0,0,45.44,45.44,45.44,45.44,45.44,45.44,42.18
4,19.697139,50,14.319444,3.002325,0,0,0,43.97,43.97,43.97,43.97,43.97,43.97,40.87
5,19.696733,50,14.304628,3.01118,0,55.88,137.92,43.15,43.15,43.15,43.15,43.15,43.15,39.61
6,19.615339,50,14.338889,3.001022,0,54.77,132.75,42.35,42.35,42.35,42.35,42.35,42.35,38.91
7,19.51465,50,14.345372,3.00695,0,53.67,127.66,41.56,41.56,41.56,41.56,41.56,41.56,38.23
8,19.545811,50,14.325,3.006359,0,52.63,123.56,40.79,40.79,40.79,40.79,40.79,40.79,37.55
9,19.548222,50,14.304628,3.00179,0,51.61,119.46,40.04,40.04,40.04,40.04,40.04,40.04,36.9
10,19.563017,50,14.280556,1.803987,0,51.27,118.17,39.79,39.79,39.79,39.79,39.79,39.79,36.72
11,19.564083,50,12,0,0,51.96,120.93,40.29,40.29,40.29,40.29,40.29,40.29,
12,19.532139,50,14.44,0,0,52.65,123.58,40.81,40.81,40.81,40.81,40.81,40.81,
13,19.534672,50,14.44,0,0,53.37,126.54,41.34,41.34,41.34,41.34,41.34,41.34,
14,19.641839,50,14.44,0,0,54.14,130.25,41.88,41.88,41.88,41.88,41.88,41.88,
15,19.607039,50,14.44,0,0,54.89,133.21,42.44,42.44,42.44,42.44,42.44,42.44,
16,19.585361,50,14.44,0,0,55.66,136.36,43,43,43,43,43,43,
17,19.546789,50,14.44,0,0,56.45,139.5,43.59,43.59,43.59,43.59,43.59,43.59,
18,19.54845,50,14.44,0,0,57.26,143.03,44.18,44.18,44.18,44.18,44.18,44.18,
19,19.54475,50,14.44,0,0,58.09,146.66,44.79,44.79,44.79,44.79,44.79,44.79,
20,19.536139,50,14.44,0,0,58.95,150.39,45.42,45.42,45.42,45.42,45.42,45.42,
21,19.496172,50,14.44,0,0,59.81,154.03,46.06,46.06,46.06,46.06,46.06,46.06,
22,19.520333,50,14.44,0,0,60.72,158.29,46.72,46.72,46.72,46.72,46.72,46.72,
23,19.578761,50,14.44,0,0,61.66,162.99,47.4,47.4,47.4,47.4,47.4,47.4,
24,19.585611,50,14.44,0,0,62.61,167.49,48.1,48.1,48.1,48.1,48.1,48.1,
25,19.535089,50,14.44,0,0,63.57,171.7,48.82,48.82,48.82,48.82,48.82,48.82,
26,19.522261,50,14.44,0,0,64.57,176.39,49.55,49.55,49.55,49.55,49.55,49.55,
27,19.540822,50,14.44,0,0,38.93,107.74,50,50,50,50,50,50,
28,19.553672,50,14.44,0,0,0,0,49.99,49.99,49.99,49.99,49.99,49.99,
29,19.55555,50,14.44,0,0,0,0,49.99,49.99,49.99,49.99,49.99,49.99,
30,19.577261,50,14.44,0,0,0,0,49.98,49.98,49.98,49.98,49.98,49.98,
31,19.563211,50,14.44,0.378997,0,0,0,49.75,49.75,49.75,49.75,49.75,49.75,46.21
32,19.62365,50,14.44,0.947445,0,0,0,49.2,49.2,49.2,49.2,49.2,49.2,45.68
33,19.598939,50,14.44,0.63038,0,0,0,48.84,48.84,48.84,48.84,48.84,48.84,45.37
34,19.547172,50,14.44,0,0,0,0,48.83,48.83,48.83,48.83,48.83,48.83,
35,19.635583,50,14.44,0,0,0,0,48.83,48.83,48.83,48.83,48.83,48.83,
36,19.611939,50,14.44,0,0,0,0,48.82,48.82,48.82,48.82,48.82,48.82,
37,19.635639,50,14.44,0,0,0,0,48.82,48.82,48.82,48.82,48.82,48.82,
38,19.56255,50,14.44,0,0,0,0,48.81,48.81,48.81,48.81,48.81,48.81,
39,19.622939,50,14.44,0,0,0,0,48.8,48.8,48.8,48.8,48.8,48.8,
40,19.650339,50,14.44,0,0,0,0,48.8,48.8,48.8,48.8,48.8,48.8,
41,19.601417,50,14.44,0.389959,0,0,0,48.57,48.57,48.57,48.57,48.57,48.57,45.14
42,19.624144,50,14.44,0.536864,0,0,0,48.27,48.27,48.27,48.27,48.27,48.27,44.86
43,19.60675,50,14.44,0,0,0,0,48.26,48.26,48.26,48.26,48.26,48.26,
44,19.577372,50,14.44,0,0,0,0,48.26,48.26,48.26,48.26,48.26,48.26,
45,19.564289,50,14.44,0,0,0,0,48.25,48.25,48.25,48.25,48.25,48.25,
46,19.582461,50,14.44,0,0,0,0,48.24,48.24,48.24,48.24,48.24,48.24,
47,19.586256,50,14.44,0,0,0,0,48.24,48.24,48.24,48.24,48.24,48.24,
48,19.579689,50,14.44,0,0,0,0,48.23,48.23,48.23,48.23,48.23,48.23,
49,19.567033,50,14.44,0,0,0,0,48.23,48.23,48.23,48.23,48.23,48.23,
50,19.573161,50,14.44,0,0,0,0,48.22,48.22,48.22,48.22,48.22,48.22,
51,19.5717,50,14.44,0,0,0,0,48.21,48.21,48.21,48.21,48.21,48.21,
52,19.568072,50,14.44,0,0,0,0,48.21,48.21,48.21,48.21,48.21,48.21,
53,19.608411,50,14.44,0,0,0,0,48.2,48.2,48.2,48.2,48.2,48.2,
54,19.601061,50,14.44,0,0,0,0,48.2,48.2,48.2,48.2,48.2,48.2,
55,19.567489,50,14.44,0,0,0,0,48.19,48.19,48.19,48.19,48.19,48.19,
56,19.56725,50,14.44,0,0,0,0,48.19,48.19,48.19,48.19,48.19,48.19,
57,19.56205,50,14.44,0,0,0,0,48.18,48.18,48.18,48.18,48.18,48.18,
58,19.590383,50,14.44,0,0,0,0,48.17,48.17,48.17,48.17,48.17,48.17,
59,19.5637,50,14.44,0,0,0,0,48.17,48.17,48.17,48.17,48.17,48.17,
60,19.544522,50,14.44,0,0,0,0,48.16,48.16,48.16,48.16,48.16,48.16,
61,19.545939,50,14.44,0,0,0,0,48.16,48.16,48.16,48.16,48.16,48.16,
62,19.574178,50,14.44,0,0,0,0,48.15,48.15,48.15,48.15,48.15,48.15,
63,19.528539,50,14.44,0,0,0,0,48.15,48.15,48.15,48.15,48.15,48.15,
64,19.623033,50,14.44,0,0,0,0,48.14,48.14,48.14,48.14,48.14,48.14,
65,19.630022,50,14.44,0,0,0,0,48.13,48.13,48.13,48.13,48.13,48.13,
66,19.637672,50,14.44,0,0,0,0,48.13,48.13,48.13,48.13,48.13,48.13,
67,19.621517,50,14.44,0,0,0,0,48.12,48.12,48.12,48.12,48.12,48.12,
68,19.58905,50,14.44,0,0,0,0,48.12,48.12,48.12,48.12,48.12,48.12,
69,19.570772,50,14.44,0,0,0,0,48.11,48.11,48.11,48.11,48.11,48.11,
70,19.623606,50,14.44,0,0,0,0,48.11,48.11,48.11,48.11,48.11,48.11,
71,19.639578,50,14.44,0,0,0,0,48.1,48.1,48.1,48.1,48.1,48.1,
72,19.629028,50,14.44,0,0,0,0,48.09,48.09,48.09,48.09,48.09,48.09,
73,19.598189,50,14.44,0,0,0,0,48.09,48.09,48.09,48.09,48.09,48.09,
74,19.605389,50,14.44,0,0,0,0,48.08,48.08,48.08,48.08,48.08,48.08,
75,19.622922,50,14.44,0,0,0,0,48.08,48.08,48.08,48.08,48.08,48.08,
76,19.630522,50,14.44,0,0,0,0,48.07,48.07,48.07,48.07,48.07,48.07,
77,19.581689,50,14.44,0,0,0,0,48.07,48.07,48.07,48.07,48.07,48.07,
78,19.602883,50,14.44,0,0,0,0,48.06,48.06,48.06,48.06,48.06,48.06,
79,19.63495,50,14.44,0,0,0,0,48.05,48.05,48.05,48.05,48.05,48.05,
80,19.638439,50,14.44,0,0,0,0,48.05,48.05,48.05,48.05,48.05,48.05,
81,19.674339,50,14.44,0,0,0,0,48.04,48.04,48.04,48.04,48.04,48.04,
82,19.704178,50,14.44,0,0,0,0,48.04,48.04,48.04,48.04,48.04,48.04,
83,19.7017,50,14.44,0,0,0,0,48.03,48.03,48.03,48.03,48.03,48.03,
84,19.710039,50,14.44,0,0,0,0,48.03,48.03,48.03,48.03,48.03,48.03,
85,19.709322,50,14.44,0,0,0,0,48.02,48.02,48.02,48.02,48.02,48.02,
86,19.654611,50,14.44,0,0,0,0,48.01,48.01,48.01,48.01,48.01,48.01,
87,19.651172,50,14.44,0,0,0,0,48.01,48.01,48.01,48.01,48.01,48.01,
88,19.649444,50,14.44,0,0,0,0,48,48,48,48,48,48,
89,19.631728,50,14.44,0,0,0,0,48,48,48,48,48,48,
90,19.600011,50,14.44,0,0,0,0,47.99,47.99,47.99,47.99,47.99,47.99,
91,19.623017,50,14.44,0,0,0,0,47.99,47.99,47.99,47.99,47.99,47.99,
92,19.620906,50,14.44,0,0,0,0,47.98,47.98,47.98,47.98,47.98,47.98,
93,19.621067,50,14.44,0,0,0,0,47.97,47.97,47.97,47.97,47.97,47.97,
94,19.597022,50,14.44,0,0,0,0,47.97,47.97,47.97,47.97,47.97,47.97,
95,19.6271,50,14.44,0,0,0,0,47.96,47.96,47.96,47.96,47.96,47.96,
96,19.608661,50,14.44,0,0,0,0,47.96,47.96,47.96,47.96,47.96,47.96,
97,19.625572,50,14.44,0,0,0,0,47.95,47.95,47.95,47.95,47.95,47.95,
98,19.702889,50,14.44,0,0,0,0,47.95,47.95,47.95,47.95,47.95,47.95,
99,19.753122,50,14.44,0,0,0,0,47.94,47.94,47.94,47.94,47.94,47.94,
100,19.758461,50,14.44,0,0,0,0,47.93,47.93,47.93,47.93,47.93,47.93,
101,19.695283,50,14.44,0.659254,0,0,0,47.57,47.57,47.57,47.57,47.57,47.57,44.22
102,19.660522,50,14.44,1.716594,0,0,0,46.65,46.65,46.65,46.65,46.65,46.65,43.34
103,19.665289,50,14.44,1.708372,0,0,0,45.76,45.76,45.76,45.76,45.76,45.76,42.55
104,19.628361,50,14.44,1.70906,0,0,0,44.9,44.9,44.9,44.9,44.9,44.9,41.77
105,19.575311,50,14.44,1.709173,0,0,0,44.06,44.06,44.06,44.06,44.06,44.06,41.02
106,19.540667,50,14.44,1.394303,0,56.99,141.8,43.98,43.98,43.98,43.98,43.98,43.98,40.43
107,19.51315,50,14.44,0,0,57.8,145.21,44.59,44.59,44.59,44.59,44.59,44.59,
108,19.50165,50,14.44,0,0,58.65,148.86,45.21,45.21,45.21,45.21,45.21,45.21,
109,19.519228,50,14.44,0,0,59.52,152.86,45.85,45.85,45.85,45.85,45.85,45.85,
110,19.5696,50,14.44,0,0,60.43,157.28,46.5,46.5,46.5,46.5,46.5,46.5,
111,19.6135,50,14.44,0,0,61.36,161.83,47.18,47.18,47.18,47.18,47.18,47.18,
112,19.647178,50,14.44,0,0,62.31,166.5,47.87,47.87,47.87,47.87,47.87,47.87,
113,19.577511,50,14.44,0,0,63.26,170.53,48.58,48.58,48.58,48.58,48.58,48.58,
114,19.672722,50,14.44,0,0,64.29,176.09,49.32,49.32,49.32,49.32,49.32,49.32,
115,19.7141,50,14.44,0,0,58.99,163.84,50,50,50,50,50,50,
116,19.703428,50,14.44,0,0,0,0,49.99,49.99,49.99,49.99,49.99,49.99,
117,19.64725,50,14.44,0,0,0,0,49.99,49.99,49.99,49.99,49.99,49.99,
118,19.68695,50,14.44,0,0,0,0,49.98,49.98,49.98,49.98,49.98,49.98,
119,19.624239,50,14.44,0,0,0,0,49.98,49.98,49.98,49.98,49.98,49.98,
120,19.680233,50,14.44,0,0,0,0,49.97,49.97,49.97,49.97,49.97,49.97,
121,19.657117,50,14.44,0,0,0,0,49.96,49.96,49.96,49.96,49.96,49.96,
122,19.6367,50,14.44,0,0,0,0,49.96,49.96,49.96,49.96,49.96,49.96,
123,19.670939,50,14.44,0,0,0,0,49.95,49.95,49.95,49.95,49.95,49.95,
124,19.70235,50,14.44,0,0,0,0,49.95,49.95,49.95,49.95,49.95,49.95,
125,19.745222,50,14.44,0,0,0,0,49.94,49.94,49.94,49.94,49.94,49.94,
126,19.697733,50,14.44,0,0,0,0,49.93,49.93,49.93,49.93,49.93,49.93,
127,19.639139,50,14.44,0,0,0,0,49.93,49.93,49.93,49.93,49.93,49.93,
128,19.616089,50,14.44,0,0,0,0,49.92,49.92,49.92,49.92,49.92,49.92,
129,19.646339,50,14.44,0,0,0,0,49.91,49.91,49.91,49.91,49.91,49.91,
130,19.683056,50,14.44,0,0,0,0,49.91,49.91,49.91,49.91,49.91,49.91,
131,19.60585,50,14.44,0,0,0,0,49.9,49.9,49.9,49.9,49.9,49.9,
132,19.627189,50,14.44,0,0,0,0,49.9,49.9,49.9,49.9,49.9,49.9,
133,19.652217,50,14.44,0,0,0,0,49.89,49.89,49.89,49.89,49.89,49.89,
134,19.679089,50,14.44,0,0,0,0,49.88,49.88,49.88,49.88,49.88,49.88,
135,19.737328,50,14.44,0,0,0,0,49.88,49.88,49.88,49.88,49.88,49.88,
136,19.711661,50,14.44,0,0,0,0,49.87,49.87,49.87,49.87,49.87,49.87,
137,19.708078,50,14.44,0,0,0,0,49.87,49.87,49.87,49.87,49.87,49.87,
138,19.65665,50,14.44,0,0,0,0,49.86,49.86,49.86,49.86,49.86,49.86,
139,19.5469,50,14.44,0,0,0,0,49.85,49.85,49.85,49.85,49.85,49.85,
140,19.519278,50,14.44,0,0,0,0,49.85,49.85,49.85,49.85,49.85,49.85,
141,19.518639,50,14.44,0,0,0,0,49.84,49.84,49.84,49.84,49.84,49.84,
142,19.53815,50,14.44,0,0,0,0,49.84,49.84,49.84,49.84,49.84,49.84,
143,19.565111,50,14.44,0,0,0,0,49.83,49.83,49.83,49.83,49.83,49.83,
144,19.581628,50,14.44,0,0,0,0,49.82,49.82,49.82,49.82,49.82,49.82,
145,19.544478,50,14.44,0,0,0,0,49.82,49.82,49.82,49.82,49.82,49.82,
146,19.5626,50,14.44,0,0,0,0,49.81,49.81,49.81,49.81,49.81,49.81,
147,19.622283,50,14.44,0,0,0,0,49.8,49.8,49.8,49.8,49.8,49.8,
148,19.63345,50,14.44,0,0,0,0,49.8,49.8,49.8,49.8,49.8,49.8,
149,19.633317,50,14.44,0,0,0,0,49.79,49.79,49.79,49.79,49.79,49.79,
150,19.612389,50,14.44,0,0,0,0,49.79,49.79,49.79,49.79,49.79,49.79,
151,19.575339,50,14.44,0,0,0,0,49.78,49.78,49.78,49.78,49.78,49.78,
152,19.536839,50,14.44,0,0,0,0,49.77,49.77,49.77,49.77,49.77,49.77,
153,19.547028,50,14.44,0,0,0,0,49.77,49.77,49.77,49.77,49.77,49.77,
154,19.566678,50,14.44,0,0,0,0,49.76,49.76,49.76,49.76,49.76,49.76,
155,19.59675,50,14.44,0,0,0,0,49.76,49.76,49.76,49.76,49.76,49.76,
156,19.618861,50,14.44,0,0,0,0,49.75,49.75,49.75,49.75,49.75,49.75,
157,19.6194,50,14.44,0,0,0,0,49.74,49.74,49.74,49.74,49.74,49.74,
158,19.571778,50,14.44,0,0,0,0,49.74,49.74,49.74,49.74,49.74,49.74,
159,19.590678,50,14.44,0,0,0,0,49.73,49.73,49.73,49.73,49.73,49.73,
160,19.6343,50,14.44,0,0,0,0,49.73,49.73,49.73,49.73,49.73,49.73,
161,19.6342,50,14.44,0,0,0,0,49.72,49.72,49.72,49.72,49.72,49.72,
162,19.575689,50,14.44,0,0,0,0,49.71,49.71,49.71,49.71,49.71,49.71,
163,19.5835,50,14.44,0,0,0,0,49.71,49.71,49.71,49.71,49.71,49.71,
164,19.5994,50,14.44,0,0,0,0,49.7,49.7,49.7,49.7,49.7,49.7,
165,19.609033,50,14.44,0,0,0,0,49.7,49.7,49.7,49.7,49.7,49.7,
166,19.7062,50,14.44,0,0,0,0,49.69,49.69,49.69,49.69,49.69,49.69,
167,19.720711,50,14.44,0,0,0,0,49.68,49.68,49.68,49.68,49.68,49.68,
168,19.756261,50,14.44,0,0,0,0,49.68,49.68,49.68,49.68,49.68,49.68,
169,19.7095,50,14.44,0,0,0,0,49.67,49.67,49.67,49.67,49.67,49.67,
170,19.634739,50,14.44,0,0,0,0,49.67,49.67,49.67,49.67,49.67,49.67,
171,19.658161,50,14.44,0,0,0,0,49.66,49.66,49.66,49.66,49.66,49.66,
172,19.659711,50,14.44,0,0,0,0,49.65,49.65,49.65,49.65,49.65,49.65,
173,19.6708,50,14.44,0,0,0,0,49.65,49.65,49.65,49.65,49.65,49.65,
174,19.672311,50,14.44,0,0,0,0,49.64,49.64,49.64,49.64,49.64,49.64,
175,19.686461,50,14.44,0,0,0,0,49.64,49.64,49.64,49.64,49.64,49.64,
176,19.6982,50,14.44,0,0,0,0,49.63,49.63,49.63,49.63,49.63,49.63,
177,19.684,50,14.44,0,0,0,0,49.62,49.62,49.62,49.62,49.62,49.62,
178,19.704261,50,14.44,0,0,0,0,49.62,49.62,49.62,49.62,49.62,49.62,
179,19.6646,50,14.44,0,0,0,0,49.61,49.61,49.61,49.61,49.61,49.61,
180,19.699961,50,14.44,0,0,0,0,49.61,49.61,49.61,49.61,49.61,49.61,
181,19.711689,50,14.44,0,0,0,0,49.6,49.6,49.6,49.6,49.6,49.6,
182,19.694267,50,14.44,0,0,0,0,49.59,49.59,49.59,49.59,49.59,49.59,
183,19.704739,50,14.44,0,0,0,0,49.59,49.59,49.59,49.59,49.59,49.59,
184,19.665089,50,14.44,0,0,0,0,49.58,49.58,49.58,49.58,49.58,49.58,
185,19.6945,50,14.44,0,0,0,0,49.57,49.57,49.57,49.57,49.57,49.57,
186,19.70205,50,14.44,0,0,0,0,49.57,49.57,49.57,49.57,49.57,49.57,
187,19.70175,50,14.44,0,0,0,0,49.56,49.56,49.56,49.56,49.56,49.56,
188,19.6951,50,14.44,0,0,0,0,49.56,49.56,49.56,49.56,49.56,49.56,
189,19.651517,50,14.44,0,0,0,0,49.55,49.55,49.55,49.55,49.55,49.55,
190,19.70115,50,14.44,0,0,0,0,49.54,49.54,49.54,49.54,49.54,49.54,
191,19.679767,50,14.44,0,0,0,0,49.54,49.54,49.54,49.54,49.54,49.54,
192,19.655861,50,14.44,0,0,0,0,49.53,49.53,49.53,49.53,49.53,49.53,
193,19.666689,50,14.44,0,0,0,0,49.53,49.53,49.53,49.53,49.53,49.53,
194,19.66775,50,14.44,0,0,0,0,49.52,49.52,49.52,49.52,49.52,49.52,
195,19.69465,50,14.44,0,0,0,0,49.51,49.51,49.51,49.51,49.51,49.51,
196,19.667039,50,14.44,0,0,0,0,49.51,49.51,49.51,49.51,49.51,49.51,
197,19.618522,50,14.44,0,0,0,0,49.5,49.5,49.5,49.5,49.5,49.5,
198,19.563694,50,14.44,0,0,0,0,49.5,49.5,49.5,49.5,49.5,49.5,
199,19.589172,50,14.44,0,0,0,0,49.49,49.49,49.49,49.49,49.49,49.49,
200,19.670217,50,14.44,0,0,0,0,49.48,49.48,49.48,49.48,49.48,49.48,
201,19.744617,50,14.44,0,0,0,0,49.48,49.48,49.48,49.48,49.48,49.48,
202,19.669511,50,14.44,0,0,0,0,49.47,49.47,49.47,49.47,49.47,49.47,
203,19.603939,50,14.44,0,0,0,0,49.47,49.47,49.47,49.47,49.47,49.47,
204,19.612439,50,14.44,0,0,0,0,49.46,49.46,49.46,49.46,49.46,49.46,
205,19.696578,50,14.44,0,0,0,0,49.45,49.45,49.45,49.45,49.45,49.45,
206,19.624389,50,14.44,0,0,0,0,49.45,49.45,49.45,49.45,49.45,49.45,
207,19.581628,50,14.44,0,0,0,0,49.44,49.44,49.44,49.44,49.44,49.44,
208,19.594783,50,14.44,0,0,0,0,49.44,49.44,49.44,49.44,49.44,49.44,
209,19.615828,50,14.44,0,0,0,0,49.43,49.43,49.43,49.43,49.43,49.43,
210,19.669539,50,14.44,0,0,0,0,49.42,49.42,49.42,49.42,49.42,49.42,
211,19.80045,50,14.44,0,0,0,0,49.42,49.42,49.42,49.42,49.42,49.42,
212,19.733889,50,14.44,0,0,0,0,49.41,49.41,49.41,49.41,49.41,49.41,
213,19.689761,50,14.44,0,0,0,0,49.41,49.41,49.41,49.41,49.41,49.41,
214,19.684828,50,14.44,0,0,0,0,49.4,49.4,49.4,49.4,49.4,49.4,
215,19.632839,50,14.44,0,0,0,0,49.39,49.39,49.39,49.39,49.39,49.39,
216,19.654039,50,14.44,0,0,0,0,49.39,49.39,49.39,49.39,49.39,49.39,
217,19.651489,50,14.44,0,0,0,0,49.38,49.38,49.38,49.38,49.38,49.38,
218,19.622339,50,14.44,0,0,0,0,49.38,49.38,49.38,49.38,49.38,49.38,
219,19.593739,50,14.44,0,0,0,0,49.37,49.37,49.37,49.37,49.37,49.37,
220,19.585617,50,14.44,0,0,0,0,49.36,49.36,49.36,49.36,49.36,49.36,
221,19.6993,50,14.44,0,0,0,0,49.36,49.36,49.36,49.36,49.36,49.36,
222,19.723789,50,14.44,0,0,0,0,49.35,49.35,49.35,49.35,49.35,49.35,
223,19.654667,50,14.44,0,0,0,0,49.35,49.35,49.35,49.35,49.35,49.35,
224,19.596839,50,14.44,0,0,0,0,49.34,49.34,49.34,49.34,49.34,49.34,
225,19.629772,50,14.44,0,0,0,0,49.33,49.33,49.33,49.33,49.33,49.33,
226,19.721211,50,14.44,0,0,0,0,49.33,49.33,49.33,49.33,49.33,49.33,
227,19.750894,50,14.44,0,0,0,0,49.32,49.32,49.32,49.32,49.32,49.32,
228,19.6662,50,14.44,0,0,0,0,49.32,49.32,49.32,49.32,49.32,49.32,
229,19.605439,50,14.44,0,0,0,0,49.31,49.31,49.31,49.31,49.31,49.31,
230,19.594561,50,14.44,0,0,0,0,49.31,49.31,49.31,49.31,49.31,49.31,
231,19.603178,50,14.44,0,0,0,0,49.3,49.3,49.3,49.3,49.3,49.3,
232,19.66295,50,14.44,0,0,0,0,49.29,49.29,49.29,49.29,49.29,49.29,
233,19.611161,50,14.44,0,0,0,0,49.29,49.29,49.29,49.29,49.29,49.29,
234,19.5879,50,14.44,0,0,0,0,49.28,49.28,49.28,49.28,49.28,49.28,
235,19.638106,50,14.44,0,0,0,0,49.28,49.28,49.28,49.28,49.28,49.28,
236,19.742617,50,14.44,0,0,0,0,49.27,49.27,49.27,49.27,49.27,49.27,
237,19.709189,50,14.44,0,0,0,0,49.26,49.26,49.26,49.26,49.26,49.26,
238,19.692422,50,14.44,0,0,0,0,49.26,49.26,49.26,49.26,49.26,49.26,
239,19.678889,50,14.44,0,0,0,0,49.25,49.25,49.25,49.25,49.25,49.25,
240,19.662283,50,14.44,0,0,0,0,49.25,49.25,49.25,49.25,49.25,49.25,
241,19.642039,50,14.44,0,0,0,0,49.24,49.24,49.24,49.24,49.24,49.24,
242,19.651489,50,14.44,0,0,0,0,49.23,49.23,49.23,49.23,49.23,49.23,
243,19.675111,50,14.44,0,0,0,0,49.23,49.23,49.23,49.23,49.23,49.23,
244,19.623783,50,14.44,0,0,0,0,49.22,49.22,49.22,49.22,49.22,49.22,
245,19.647911,50,14.44,0,0,0,0,49.22,49.22,49.22,49.22,49.22,49.22,
246,19.650489,50,14.44,0,0,0,0,49.21,49.21,49.21,49.21,49.21,49.21,
247,19.6946,50,14.44,0,0,0,0,49.2,49.2,49.2,49.2,49.2,49.2,
248,19.642239,50,14.44,0,0,0,0,49.2,49.2,49.2,49.2,49.2,49.2,
249,19.679111,50,14.44,0,0,0,0,49.19,49.19,49.19,49.19,49.19,49.19,
250,19.731,50,14.44,0,0,0,0,49.19,49.19,49.19,49.19,49.19,49.19,
251,19.673722,50,14.44,0,0,0,0,49.18,49.18,49.18,49.18,49.18,49.18,
252,19.649172,50,14.44,0,0,0,0,49.17,49.17,49.17,49.17,49.17,49.17,
253,19.657961,50,14.44,0,0,0,0,49.17,49.17,49.17,49.17,49.17,49.17,
254,19.675339,50,14.44,0,0,0,0,49.16,49.16,49.16,49.16,49.16,49.16,
255,19.674583,50,14.44,0,0,0,0,49.16,49.16,49.16,49.16,49.16,49.16,
256,19.664389,50,14.44,0,0,0,0,49.15,49.15,49.15,49.15,49.15,49.15,
257,19.649389,50,14.44,0,0,0,0,49.14,49.14,49.14,49.14,49.14,49.14,
258,19.6511,50,14.44,0,0,0,0,49.14,49.14,49.14,49.14,49.14,49.14,
259,19.712306,50,14.44,0,0,0,0,49.13,49.13,49.13,49.13,49.13,49.13,
260,19.654217,50,14.44,0,0,0,0,49.13,49.13,49.13,49.13,49.13,49.13,
261,19.673478,50,14.44,0,0,0,0,49.12,49.12,49.12,49.12,49.12,49.12,
262,19.644511,50,14.44,0,0,0,0,49.11,49.11,49.11,49.11,49.11,49.11,
263,19.674833,50,14.44,0,0,0,0,49.11,49.11,49.11,49.11,49.11,49.11,
264,19.660472,50,14.44,0,0,0,0,49.1,49.1,49.1,49.1,49.1,49.1,
265,19.600311,50,14.44,0,0,0,0,49.1,49.1,49.1,49.1,49.1,49.1,
266,19.601589,50,14.44,0,0,0,0,49.09,49.09,49.09,49.09,49.09,49.09,
267,19.582467,50,14.44,0,0,0,0,49.08,49.08,49.08,49.08,49.08,49.08,
268,19.579122,50,14.44,0,0,0,0,49.08,49.08,49.08,49.08,49.08,49.08,
269,19.588617,50,14.44,0,0,0,0,49.07,49.07,49.07,49.07,49.07,49.07,
270,19.672722,50,14.44,0,0,0,0,49.07,49.07,49.07,49.07,49.07,49.07,
271,19.675011,50,14.44,0,0,0,0,49.06,49.06,49.06,49.06,49.06,49.06,
272,19.627728,50,14.44,0,0,0,0,49.06,49.06,49.06,49.06,49.06,49.06,
273,19.585589,50,14.44,0,0,0,0,49.05,49.05,49.05,49.05,49.05,49.05,
274,19.653717,50,14.44,0,0,0,0,49.04,49.04,49.04,49.04,49.04,49.04,
275,19.610328,50,14.44,0,0,0,0,49.04,49.04,49.04,49.04,49.04,49.04,
276,19.619339,50,14.44,0,0,0,0,49.03,49.03,49.03,49.03,49.03,49.03,
277,19.555539,50,14.44,0,0,0,0,49.03,49.03,49.03,49.03,49.03,49.03,
278,19.541078,50,14.44,0,0,0,0,49.02,49.02,49.02,49.02,49.02,49.02,
279,19.541522,50,14.44,0,0,0,0,49.01,49.01,49.01,49.01,49.01,49.01,
280,19.547528,50,14.44,0,0,0,0,49.01,49.01,49.01,49.01,49.01,49.01,
281,19.631039,50,14.44,0,0,0,0,49,49,49,49,49,49,
282,19.623911,50,14.44,0,0,0,0,49,49,49,49,49,49,
283,19.593639,50,14.44,0,0,0,0,48.99,48.99,48.99,48.99,48.99,48.99,
284,19.601839,50,14.44,0,0,0,0,48.98,48.98,48.98,48.98,48.98,48.98,
285,19.581822,50,14.44,0,0,0,0,48.98,48.98,48.98,48.98,48.98,48.98,
286,19.579361,50,14.44,0,0,0,0,48.97,48.97,48.97,48.97,48.97,48.97,
287,19.603278,50,14.44,0,0,0,0,48.97,48.97,48.97,48.97,48.97,48.97,
288,19.743139,50,14.44,0,0,0,0,48.96,48.96,48.96,48.96,48.96,48.96,
289,19.728472,50,14.44,0,0,0,0,48.95,48.95,48.95,48.95,48.95,48.95,
290,19.666517,50,14.44,0,0,0,0,48.95,48.95,48.95,48.95,48.95,48.95,
291,19.616539,50,14.44,0,0,0,0,48.94,48.94,48.94,48.94,48.94,48.94,
292,19.638428,50,14.44,0,0,0,0,48.94,48.94,48.94,48.94,48.94,48.94,
293,19.685617,50,14.44,0,0,0,0,48.93,48.93,48.93,48.93,48.93,48.93,
294,19.6799,50,14.44,0,0,0,0,48.93,48.93,48.93,48.93,48.93,48.93,
295,19.647678,50,14.44,0,0,0,0,48.92,48.92,48.92,48.92,48.92,48.92,
296,19.62225,50,14.44,0,0,0,0,48.91,48.91,48.91,48.91,48.91,48.91,
297,19.628794,50,14.44,0,0,0,0,48.91,48.91,48.91,48.91,48.91,48.91,
